,id_venta,cliente_id,producto,cantidad,precio_unitario,region,fecha,metodo_pago,descuento,total,nombre,edad,tipo_cliente,categoria_venta
650,651,1194,Tablet,1,1117.85,Oeste,2024-07-16 00:28:17.176014,Efectivo,0.14,961.351,Cliente_194,18,Premium,Media
651,652,1053,Mouse,9,1479.21,Sur,2025-04-03 00:28:17.176018,Tarjeta,0.12,11715.3432,Cliente_53,26,Regular,Alta
652,653,1104,Teclado,6,677.86,Oeste,2024-10-13 00:28:17.176022,Efectivo,0.17,3375.7427999999995,Cliente_104,24,Regular,Alta
653,654,1104,Impresora,5,1532.56,Sur,2024-11-15 00:28:17.176026,Transferencia,0.08,7049.776,Cliente_104,24,Regular,Alta
654,655,1179,Teclado,7,871.21,Sur,2024-07-16 00:28:17.176030,Tarjeta,0.11,5427.6383000000005,Cliente_179,19,Regular,Alta
655,656,1039,Impresora,5,973.53,Norte,2025-03-19 00:28:17.176034,Efectivo,0.06,4575.590999999999,Cliente_39,61,Regular,Alta
656,657,1179,Laptop,5,1299.72,Sur,2025-05-03 00:28:17.176038,Efectivo,0.17,5393.838,Cliente_179,19,Regular,Alta
657,658,1198,Laptop,7,46.53,Este,2024-12-31 00:28:17.176042,Tarjeta,0.21,257.31090000000006,Cliente_198,58,Regular,Baja
658,659,1134,Laptop,7,1311.45,Sur,2024-07-21 00:28:17.176045,Tarjeta,0.2,7344.12,Cliente_134,61,Regular,Alta
659,660,1067,Mouse,3,1240.98,Oeste,2024-12-24 00:28:17.176049,Transferencia,0.08,3425.1048,Cliente_67,67,Premium,Alta
660,661,1135,Teclado,3,626.6,Sur,2024-07-06 00:28:17.176053,Tarjeta,0.23,1447.446,Cliente_135,57,Premium,Alta
661,662,1179,Teclado,3,180.73,Oeste,2025-03-01 00:28:17.176057,Efectivo,0.08,498.8148,Cliente_179,19,Regular,Alta
662,663,1200,Teclado,6,190.96,Oeste,2024-07-11 00:28:17.176061,Transferencia,0.05,1088.472,Cliente_200,56,Regular,Alta
663,664,1042,Tablet,6,1847.22,Este,2025-06-23 00:28:17.176065,Efectivo,0.1,9974.988,Cliente_42,54,Regular,Alta
664,665,1192,Teclado,3,1381.67,Sur,2025-04-22 00:28:17.176069,Efectivo,0.18,3398.9082000000003,Cliente_192,56,Premium,Alta
665,666,1015,Tablet,3,262.93,Sur,2024-10-19 00:28:17.176073,Efectivo,0.04,757.2384,Cliente_15,57,Regular,Media
666,667,1111,Laptop,8,719.88,Centro,2024-11-05 00:28:17.176077,Tarjeta,0.19,4664.8224,Cliente_111,28,Premium,Alta
667,668,1157,Laptop,8,1189.04,Centro,2024-11-10 00:28:17.176081,Tarjeta,0.26,7039.1168,Cliente_157,68,Regular,Alta
668,669,1033,Mouse,7,1672.79,Norte,2025-06-05 00:28:17.176085,Efectivo,0.09,10655.6723,Cliente_33,59,Regular,Alta
669,670,1155,Impresora,4,96.89,Oeste,2025-05-24 00:28:17.176088,Tarjeta,0.14,333.3016,Cliente_155,59,Regular,Alta
670,671,1164,Laptop,4,480.9,Este,2024-07-26 00:28:17.176092,Efectivo,0.07,1788.948,Cliente_164,47,Premium,Alta
671,672,1157,Impresora,3,1780.6,Centro,2025-02-23 00:28:17.176096,Tarjeta,0.11,4754.201999999999,Cliente_157,68,Regular,Alta
672,673,1038,Impresora,5,28.24,Sur,2025-05-31 00:28:17.176100,Tarjeta,0.01,139.78799999999998,Cliente_38,68,Premium,Baja
673,674,1185,USB,3,410.78,Norte,2024-08-03 00:28:17.176104,Tarjeta,0.29,874.9613999999999,Cliente_185,61,Premium,Media
674,675,1097,Mouse,8,1918.46,Este,2024-11-25 00:28:17.176108,Transferencia,0.12,13505.9584,Cliente_97,62,Premium,Alta
675,676,1155,Teléfono,7,1230.67,Sur,2025-01-14 00:28:17.176112,Tarjeta,0.24,6547.164400000001,Cliente_155,59,Regular,Alta
676,677,1183,Teléfono,3,530.73,Sur,2024-10-12 00:28:17.176116,Transferencia,0.04,1528.5024,Cliente_183,45,Regular,Alta
677,678,1033,Monitor,9,143.31,Oeste,2025-04-26 00:28:17.176120,Transferencia,0.24,980.2404,Cliente_33,59,Regular,Media
678,679,1196,USB,5,66.1,Oeste,2025-03-02 00:28:17.176124,Transferencia,0.26,244.57,Cliente_196,69,Regular,Baja
679,680,1086,Mouse,9,497.04,Centro,2025-01-15 00:28:17.176128,Efectivo,0.21,3533.9544000000005,Cliente_86,31,Premium,Alta
680,681,1066,Monitor,7,1764.16,Centro,2024-11-16 00:28:17.176132,Tarjeta,0.27,9014.8576,Cliente_66,53,Premium,Alta
681,682,1010,Monitor,7,837.67,Sur,2024-07-02 00:28:17.176136,Efectivo,0.05,5570.505499999999,Cliente_10,40,Regular,Alta
682,683,1005,USB,6,1443.46,Sur,2025-01-06 00:28:17.176140,Transferencia,0.14,7448.2536,Cliente_5,60,Premium,Alta
683,684,1123,Teléfono,2,1837.39,Centro,2025-06-12 00:28:17.176143,Tarjeta,0.19,2976.5718,Cliente_123,24,Regular,Alta
684,685,1074,Mouse,9,822.0,Centro,2024-10-25 00:28:17.176147,Efectivo,0.18,6066.360000000001,Cliente_74,46,Regular,Alta
685,686,1097,Teléfono,6,390.64,Sur,2025-02-05 00:28:17.176151,Transferencia,0.26,1734.4416,Cliente_97,62,Premium,Alta
686,687,1118,Monitor,8,1039.06,Este,2025-03-19 00:28:17.176155,Efectivo,0.06,7813.731199999999,Cliente_118,22,Regular,Alta
687,688,1038,Mouse,1,1817.09,Sur,2025-01-28 00:28:17.176159,Efectivo,0.05,1726.2354999999998,Cliente_38,68,Premium,Alta
688,689,1141,Monitor,5,1610.71,Este,2024-12-24 00:28:17.176163,Tarjeta,0.08,7409.266,Cliente_141,54,Regular,Alta
689,690,1159,Teclado,1,141.0,Este,2025-04-28 00:28:17.176167,Tarjeta,0.27,102.93,Cliente_159,56,Premium,Baja
690,691,1047,USB,8,1388.22,Sur,2025-05-13 00:28:17.176171,Efectivo,0.28,7996.147199999999,Cliente_47,56,Premium,Alta
691,692,1109,Impresora,8,1148.08,Norte,2024-07-05 00:28:17.176174,Tarjeta,0.17,7623.251199999999,Cliente_109,25,Regular,Alta
692,693,1180,Mouse,1,1815.85,Centro,2024-12-07 00:28:17.176179,Tarjeta,0.15,1543.4725,Cliente_180,59,Premium,Alta
693,694,1184,Mouse,9,253.74,Oeste,2025-05-24 00:28:17.176182,Efectivo,0.18,1872.6012,Cliente_184,45,Premium,Alta
694,695,1015,Impresora,2,1072.73,Sur,2024-12-26 00:28:17.176186,Tarjeta,0.18,1759.2772000000002,Cliente_15,57,Regular,Alta
695,696,1157,Monitor,9,1760.13,Este,2025-06-22 00:28:17.176190,Tarjeta,0.05,15049.1115,Cliente_157,68,Regular,Alta
696,697,1136,Teclado,1,825.95,Sur,2024-09-09 00:28:17.176194,Transferencia,0.21,652.5005000000001,Cliente_136,39,Premium,Media
697,698,1005,Tablet,9,969.17,Centro,2025-02-06 00:28:17.176198,Tarjeta,0.14,7501.375799999999,Cliente_5,60,Premium,Alta
698,699,1157,Impresora,4,150.22,Este,2025-03-11 00:28:17.176202,Transferencia,0.16,504.7392,Cliente_157,68,Regular,Media
699,700,1047,USB,9,563.51,Oeste,2024-11-18 00:28:17.176206,Efectivo,0.01,5020.8741,Cliente_47,56,Premium,Alta
700,701,1068,Teléfono,7,655.77,Oeste,2024-11-14 00:28:17.176210,Transferencia,0.23,3534.6003,Cliente_68,57,Regular,Alta
701,702,1076,Monitor,6,1890.79,Oeste,2024-07-28 00:28:17.176214,Efectivo,0.25,8508.555,Cliente_76,43,Regular,Alta
702,703,1173,Impresora,5,572.51,Norte,2025-03-11 00:28:17.176218,Tarjeta,0.19,2318.6655000000005,Cliente_173,30,Premium,Alta
703,704,1130,Impresora,9,927.13,Este,2025-02-17 00:28:17.176222,Tarjeta,0.22,6508.4526000000005,Cliente_130,40,Regular,Alta
704,705,1155,Mouse,2,1345.9,Este,2024-10-02 00:28:17.176226,Transferencia,0.16,2261.112,Cliente_155,59,Regular,Alta
705,706,1095,Teléfono,2,332.74,Norte,2024-12-06 00:28:17.176229,Efectivo,0.19,539.0388,Cliente_95,43,Regular,Media
706,707,1115,Teléfono,9,978.02,Este,2024-10-15 00:28:17.176233,Tarjeta,0.12,7745.9184,Cliente_115,52,Regular,Alta
707,708,1164,USB,3,1479.69,Norte,2025-06-09 00:28:17.176237,Transferencia,0.24,3373.6932,Cliente_164,47,Premium,Alta
708,709,1036,Teléfono,8,1735.04,Sur,2024-11-10 00:28:17.176241,Transferencia,0.14,11937.0752,Cliente_36,32,Regular,Alta
709,710,1026,Impresora,9,1256.26,Centro,2024-07-06 00:28:17.176245,Transferencia,0.2,9045.072,Cliente_26,50,Regular,Alta
710,711,1043,Tablet,8,1341.42,Oeste,2025-03-11 00:28:17.176249,Tarjeta,0.19,8692.401600000001,Cliente_43,68,Premium,Alta
711,712,1027,Laptop,4,261.3,Norte,2024-11-03 00:28:17.176253,Efectivo,0.21,825.7080000000001,Cliente_27,29,Regular,Media
712,713,1069,Monitor,1,1892.1,Norte,2024-08-09 00:28:17.176257,Tarjeta,0.24,1437.996,Cliente_69,21,Regular,Alta
713,714,1148,Laptop,4,273.82,Norte,2024-11-17 00:28:17.176261,Tarjeta,0.15,930.988,Cliente_148,31,Regular,Media
714,715,1011,Impresora,9,1551.6,Sur,2024-09-20 00:28:17.176265,Efectivo,0.24,10612.944,Cliente_11,28,Premium,Alta
715,716,1074,Laptop,2,536.98,Norte,2024-10-06 00:28:17.176269,Transferencia,0.15,912.866,Cliente_74,46,Regular,Media
716,717,1104,Impresora,3,1867.85,Centro,2024-07-18 00:28:17.176273,Tarjeta,0.29,3978.520499999999,Cliente_104,24,Regular,Alta
717,718,1038,Laptop,8,1442.72,Centro,2024-07-23 00:28:17.176279,Transferencia,0.23,8887.155200000001,Cliente_38,68,Premium,Alta
718,719,1134,Teléfono,6,1510.09,Oeste,2024-12-16 00:28:17.176286,Transferencia,0.05,8607.512999999999,Cliente_134,61,Regular,Alta
719,720,1200,Teclado,8,445.93,Sur,2024-12-08 00:28:17.176290,Efectivo,0.25,2675.58,Cliente_200,56,Regular,Alta
720,721,1023,Teléfono,7,891.65,Centro,2024-07-06 00:28:17.176294,Efectivo,0.17,5180.4865,Cliente_23,55,Regular,Alta
721,722,1047,Teléfono,5,1239.45,Este,2024-09-20 00:28:17.176298,Efectivo,0.3,4338.075,Cliente_47,56,Premium,Alta
722,723,1090,USB,9,1542.25,Este,2024-07-23 00:28:17.176302,Transferencia,0.22,10826.595,Cliente_90,33,Regular,Alta
723,724,1046,Mouse,4,216.88,Este,2025-05-16 00:28:17.176305,Transferencia,0.03,841.4943999999999,Cliente_46,26,Regular,Media
724,725,1107,Mouse,6,1925.11,Norte,2025-01-13 00:28:17.176309,Tarjeta,0.12,10164.5808,Cliente_107,18,Premium,Alta
725,726,1140,Laptop,2,1781.54,Norte,2025-02-23 00:28:17.176313,Transferencia,0.16,2992.9872,Cliente_140,52,Regular,Alta
726,727,1141,Impresora,2,547.99,Este,2024-10-05 00:28:17.176320,Efectivo,0.25,821.985,Cliente_141,54,Regular,Media
727,728,1104,USB,2,1647.29,Oeste,2024-11-20 00:28:17.176327,Efectivo,0.22,2569.7724,Cliente_104,24,Regular,Alta
728,729,1190,Teléfono,7,1041.46,Oeste,2024-08-16 00:28:17.176334,Efectivo,0.11,6488.2958,Cliente_190,45,Regular,Alta
729,730,1111,USB,2,928.99,Norte,2025-05-06 00:28:17.176339,Efectivo,0.2,1486.384,Cliente_111,28,Premium,Alta
730,731,1104,Laptop,2,635.72,Este,2025-03-24 00:28:17.176343,Transferencia,0.17,1055.2952,Cliente_104,24,Regular,Alta
731,732,1060,Mouse,9,1166.13,Oeste,2025-02-15 00:28:17.176347,Efectivo,0.04,10075.363200000002,Cliente_60,61,Regular,Alta
732,733,1171,Teclado,7,1462.48,Norte,2024-08-07 00:28:17.176351,Tarjeta,0.07,9520.7448,Cliente_171,46,Regular,Alta
733,734,1100,Monitor,3,827.76,Este,2025-05-27 00:28:17.176355,Transferencia,0.1,2234.952,Cliente_100,32,Regular,Alta
734,735,1068,Laptop,3,1262.15,Sur,2024-07-03 00:28:17.176359,Efectivo,0.06,3559.263,Cliente_68,57,Regular,Alta
735,736,1133,USB,7,1401.63,Este,2025-01-27 00:28:17.176363,Tarjeta,0.05,9320.8395,Cliente_133,52,Regular,Alta
736,737,1120,Teclado,5,1425.13,Este,2024-07-31 00:28:17.176367,Efectivo,0.02,6983.137000000001,Cliente_120,56,Regular,Alta
737,738,1037,Monitor,6,113.41,Centro,2025-04-20 00:28:17.176371,Transferencia,0.26,503.5404,Cliente_37,64,Regular,Media
738,739,1072,Tablet,8,1720.9,Centro,2024-11-18 00:28:17.176375,Transferencia,0.09,12528.152000000002,Cliente_72,59,Regular,Alta
739,740,1127,Laptop,9,921.92,Sur,2025-05-04 00:28:17.176379,Tarjeta,0.09,7550.524799999999,Cliente_127,51,Regular,Alta
740,741,1106,Laptop,1,532.21,Sur,2024-08-23 00:28:17.176383,Transferencia,0.06,500.2774,Cliente_106,41,Regular,Media
741,742,1092,Tablet,3,491.11,Este,2025-04-11 00:28:17.176387,Tarjeta,0.14,1267.0638,Cliente_92,35,Regular,Alta
742,743,1031,Tablet,7,971.2,Oeste,2024-12-07 00:28:17.176391,Efectivo,0.15,5778.64,Cliente_31,66,Premium,Alta
743,744,1122,Laptop,6,1774.79,Sur,2024-12-14 00:28:17.176395,Transferencia,0.06,10009.8156,Cliente_122,45,Premium,Alta
744,745,1137,Tablet,7,762.91,Este,2024-12-17 00:28:17.176399,Efectivo,0.18,4379.1034,Cliente_137,44,Regular,Alta
745,746,1051,Teléfono,8,1501.95,Norte,2025-06-12 00:28:17.176402,Efectivo,0.22,9372.168,Cliente_51,31,Regular,Alta
746,747,1029,Monitor,6,202.67,Centro,2024-10-28 00:28:17.176406,Transferencia,0.11,1082.2578,Cliente_29,61,Premium,Alta
747,748,1040,Monitor,3,957.35,Oeste,2024-06-29 00:28:17.176410,Efectivo,0.18,2355.081,Cliente_40,69,Regular,Alta
748,749,1041,Monitor,2,1983.46,Este,2025-04-04 00:28:17.176414,Tarjeta,0.15,3371.882,Cliente_41,20,Regular,Alta
749,750,1011,Teléfono,7,1543.17,Norte,2024-09-27 00:28:17.176418,Tarjeta,0.06,10154.0586,Cliente_11,28,Premium,Alta
750,751,1151,Impresora,1,428.95,Centro,2024-09-07 00:28:17.176422,Tarjeta,0.22,334.581,Cliente_151,26,Regular,Alta
751,752,1001,Tablet,3,1007.87,Norte,2025-05-07 00:28:17.176426,Transferencia,0.24,2297.9436,Cliente_1,56,Premium,Alta
752,753,1046,Teclado,4,474.91,Este,2024-08-11 00:28:17.176430,Efectivo,0.19,1538.7084000000002,Cliente_46,26,Regular,Alta
753,754,1101,Tablet,1,825.03,Sur,2024-11-27 00:28:17.176434,Efectivo,0.1,742.527,Cliente_101,62,Regular,Media
754,755,1149,Laptop,5,1562.37,Centro,2025-05-20 00:28:17.176438,Efectivo,0.28,5624.531999999999,Cliente_149,56,Premium,Alta
755,756,1090,Mouse,3,1544.74,Norte,2025-02-25 00:28:17.176442,Efectivo,0.14,3985.4292,Cliente_90,33,Regular,Alta
756,757,1110,USB,2,463.92,Sur,2025-04-20 00:28:17.176446,Tarjeta,0.08,853.6128000000001,Cliente_110,41,Regular,Media
757,758,1164,USB,3,1845.22,Oeste,2024-08-13 00:28:17.176450,Transferencia,0.12,4871.3808,Cliente_164,47,Premium,Alta
758,759,1182,Monitor,8,1189.21,Este,2024-10-25 00:28:17.176454,Tarjeta,0.21,7515.8072,Cliente_182,23,Regular,Alta
759,760,1057,Tablet,6,766.05,Este,2025-05-19 00:28:17.176458,Tarjeta,0.25,3447.2249999999995,Cliente_57,45,Premium,Alta
760,761,1001,Teclado,7,1008.85,Centro,2024-10-15 00:28:17.176462,Transferencia,0.11,6285.1355,Cliente_1,56,Premium,Alta
761,762,1063,Laptop,6,1214.09,Norte,2024-10-24 00:28:17.176466,Transferencia,0.07,6774.622199999999,Cliente_63,52,Regular,Alta
762,763,1182,Teléfono,6,1124.18,Oeste,2025-05-13 00:28:17.176470,Tarjeta,0.19,5463.5148,Cliente_182,23,Regular,Alta
763,764,1055,Impresora,3,977.95,Centro,2025-04-16 00:28:17.176474,Efectivo,0.28,2112.3720000000003,Cliente_55,19,Regular,Alta
764,765,1115,Teléfono,8,1014.82,Centro,2025-03-09 00:28:17.176478,Transferencia,0.05,7712.632,Cliente_115,52,Regular,Alta
765,766,1168,Teclado,7,361.06,Norte,2025-05-16 00:28:17.176481,Transferencia,0.24,1920.8392,Cliente_168,62,Regular,Alta
766,767,1143,Laptop,7,1627.34,Oeste,2025-04-16 00:28:17.176485,Tarjeta,0.14,9796.5868,Cliente_143,31,Regular,Alta
767,768,1149,Monitor,6,1088.1,Norte,2024-12-26 00:28:17.176489,Efectivo,0.24,4961.736,Cliente_149,56,Premium,Alta
768,769,1175,Tablet,5,270.85,Este,2025-06-12 00:28:17.176493,Transferencia,0.15,1151.1125,Cliente_175,24,Regular,Alta
769,770,1053,Laptop,8,1534.65,Sur,2024-07-20 00:28:17.176497,Tarjeta,0.11,10926.708,Cliente_53,26,Regular,Alta
770,771,1137,USB,5,1865.56,Este,2024-12-02 00:28:17.176501,Transferencia,0.21,7368.961999999999,Cliente_137,44,Regular,Alta
771,772,1180,Impresora,9,1895.14,Este,2025-05-19 00:28:17.176505,Efectivo,0.27,12451.0698,Cliente_180,59,Premium,Alta
772,773,1057,Teléfono,9,744.35,Centro,2025-02-18 00:28:17.176509,Tarjeta,0.1,6029.235000000001,Cliente_57,45,Premium,Alta
773,774,1117,Impresora,1,279.68,Este,2025-04-22 00:28:17.176513,Tarjeta,0.14,240.5248,Cliente_117,50,Regular,Baja
774,775,1154,Impresora,6,1041.62,Oeste,2024-07-27 00:28:17.176516,Efectivo,0.07,5812.239599999999,Cliente_154,43,Premium,Alta
775,776,1169,Teclado,7,234.09,Este,2025-04-03 00:28:17.176521,Tarjeta,0.06,1540.3122,Cliente_169,32,Premium,Alta
776,777,1035,Teclado,3,1868.63,Oeste,2024-08-21 00:28:17.176524,Efectivo,0.23,4316.5353000000005,Cliente_35,33,Regular,Alta
777,778,1063,Tablet,7,375.32,Norte,2024-08-29 00:28:17.176528,Tarjeta,0.06,2469.6056,Cliente_63,52,Regular,Alta
778,779,1025,Teclado,7,513.0,Centro,2025-05-21 00:28:17.176533,Efectivo,0.24,2729.16,Cliente_25,38,Regular,Alta
779,780,1090,Teclado,2,819.21,Oeste,2024-10-27 00:28:17.176536,Transferencia,0.13,1425.4254,Cliente_90,33,Regular,Alta
780,781,1075,Laptop,7,772.5,Este,2025-03-19 00:28:17.176540,Transferencia,0.3,3785.25,Cliente_75,35,Regular,Alta
781,782,1038,USB,1,1591.38,Centro,2025-05-06 00:28:17.176544,Transferencia,0.06,1495.8972,Cliente_38,68,Premium,Alta
782,783,1130,Monitor,5,918.07,Centro,2025-01-29 00:28:17.176548,Tarjeta,0.03,4452.6395,Cliente_130,40,Regular,Alta
783,784,1135,Tablet,9,349.83,Oeste,2025-02-19 00:28:17.176552,Efectivo,0.02,3085.5006,Cliente_135,57,Premium,Alta
784,785,1162,Laptop,7,541.75,Oeste,2024-12-17 00:28:17.176556,Efectivo,0.25,2844.1875,Cliente_162,49,Regular,Alta
785,786,1091,Monitor,7,1023.14,Sur,2025-04-28 00:28:17.176560,Transferencia,0.13,6230.9226,Cliente_91,62,Regular,Alta
786,787,1017,Impresora,2,303.43,Sur,2024-07-10 00:28:17.176564,Transferencia,0.0,606.86,Cliente_17,20,Regular,Media
787,788,1128,Laptop,8,1227.19,Centro,2025-03-07 00:28:17.176573,Transferencia,0.26,7264.964800000001,Cliente_128,50,Regular,Alta
788,789,1171,Mouse,3,1135.84,Sur,2025-06-19 00:28:17.176577,Efectivo,0.26,2521.5648,Cliente_171,46,Regular,Alta
789,790,1187,Laptop,8,1432.26,Este,2025-05-31 00:28:17.176581,Transferencia,0.24,8708.1408,Cliente_187,37,Regular,Alta
790,791,1108,Teclado,3,1876.03,Norte,2024-11-15 00:28:17.176585,Tarjeta,0.07,5234.1237,Cliente_108,61,Regular,Alta
791,792,1179,Monitor,7,1825.39,Centro,2024-08-13 00:28:17.176588,Transferencia,0.11,11372.1797,Cliente_179,19,Regular,Alta
792,793,1182,Tablet,2,1892.69,Norte,2024-09-03 00:28:17.176593,Transferencia,0.22,2952.5964000000004,Cliente_182,23,Regular,Alta
793,794,1152,Tablet,4,496.98,Sur,2025-06-14 00:28:17.176597,Efectivo,0.15,1689.732,Cliente_152,32,Premium,Alta
794,795,1025,Monitor,6,271.81,Oeste,2025-01-10 00:28:17.176600,Tarjeta,0.05,1549.317,Cliente_25,38,Regular,Alta
795,796,1199,Teclado,9,611.53,Centro,2024-11-21 00:28:17.176604,Efectivo,0.07,5118.5061,Cliente_199,20,Regular,Alta
796,797,1180,Teléfono,5,1791.22,Sur,2025-02-18 00:28:17.176608,Tarjeta,0.29,6358.831,Cliente_180,59,Premium,Alta
797,798,1198,Laptop,9,1944.39,Este,2024-09-30 00:28:17.176612,Tarjeta,0.05,16624.5345,Cliente_198,58,Regular,Alta
798,799,1088,Teclado,5,1720.06,Centro,2024-09-17 00:28:17.176616,Transferencia,0.22,6708.234,Cliente_88,57,Regular,Alta
799,800,1161,Mouse,8,228.94,Centro,2025-03-28 00:28:17.176620,Transferencia,0.14,1575.1072,Cliente_161,69,Regular,Alta
800,801,1177,USB,1,1895.38,Oeste,2025-03-02 00:28:17.176624,Efectivo,0.22,1478.3964,Cliente_177,39,Premium,Alta
801,802,1029,Impresora,7,852.48,Centro,2025-06-03 00:28:17.176629,Efectivo,0.2,4773.888000000001,Cliente_29,61,Premium,Alta
802,803,1063,Monitor,4,28.53,Oeste,2025-01-27 00:28:17.176633,Efectivo,0.13,99.2844,Cliente_63,52,Regular,Baja
803,804,1150,USB,5,890.36,Sur,2024-10-22 00:28:17.176637,Tarjeta,0.11,3962.102,Cliente_150,44,Premium,Alta
804,805,1154,Laptop,6,101.68,Este,2024-10-01 00:28:17.176641,Efectivo,0.23,469.7616,Cliente_154,43,Premium,Alta
805,806,1156,Tablet,5,1092.32,Este,2024-11-19 00:28:17.176645,Tarjeta,0.1,4915.44,Cliente_156,30,Regular,Alta
806,807,1114,Impresora,1,683.72,Centro,2024-10-27 00:28:17.176649,Tarjeta,0.24,519.6272,Cliente_114,25,Premium,Media
807,808,1049,USB,9,952.14,Centro,2024-11-04 00:28:17.176653,Tarjeta,0.2,6855.408,Cliente_49,21,Regular,Alta
808,809,1199,Teléfono,2,1230.21,Sur,2024-11-04 00:28:17.176657,Tarjeta,0.17,2042.1486,Cliente_199,20,Regular,Alta
809,810,1081,USB,9,1738.91,Oeste,2024-10-25 00:28:17.176660,Tarjeta,0.11,13928.6691,Cliente_81,31,Premium,Alta
810,811,1084,Mouse,2,1327.18,Este,2024-12-16 00:28:17.176664,Transferencia,0.06,2495.0984,Cliente_84,32,Regular,Alta
811,812,1105,Tablet,9,873.76,Oeste,2024-11-07 00:28:17.176668,Tarjeta,0.21,6212.4336,Cliente_105,26,Regular,Alta
812,813,1177,Monitor,6,1640.66,Sur,2025-04-19 00:28:17.176672,Tarjeta,0.03,9548.6412,Cliente_177,39,Premium,Alta
813,814,1148,Laptop,9,1812.11,Este,2024-09-18 00:28:17.176676,Transferencia,0.29,11579.3829,Cliente_148,31,Regular,Alta
814,815,1118,Monitor,6,248.32,Este,2024-09-28 00:28:17.176680,Transferencia,0.29,1057.8432,Cliente_118,22,Regular,Alta
815,816,1086,Impresora,6,1068.55,Norte,2024-11-27 00:28:17.176684,Transferencia,0.04,6154.847999999999,Cliente_86,31,Premium,Alta
816,817,1063,Laptop,2,576.18,Sur,2025-06-08 00:28:17.176688,Efectivo,0.03,1117.7892,Cliente_63,52,Regular,Alta
817,818,1189,Teclado,8,103.65,Sur,2024-08-31 00:28:17.176692,Efectivo,0.12,729.696,Cliente_189,28,Premium,Media
818,819,1104,Teléfono,3,1340.41,Norte,2024-11-16 00:28:17.176696,Tarjeta,0.29,2855.0733,Cliente_104,24,Regular,Alta
819,820,1049,Teclado,7,1726.91,Oeste,2024-10-10 00:28:17.176700,Tarjeta,0.12,10637.7656,Cliente_49,21,Regular,Alta
820,821,1071,Teclado,5,334.18,Norte,2024-09-29 00:28:17.176704,Tarjeta,0.11,1487.101,Cliente_71,23,Regular,Alta
821,822,1001,Monitor,3,1626.7,Sur,2024-11-07 00:28:17.176708,Tarjeta,0.21,3855.279000000001,Cliente_1,56,Premium,Alta
822,823,1141,Impresora,1,1708.26,Oeste,2025-02-25 00:28:17.176712,Transferencia,0.05,1622.847,Cliente_141,54,Regular,Alta
823,824,1179,Teléfono,8,1829.54,Este,2024-12-28 00:28:17.176716,Efectivo,0.11,13026.3248,Cliente_179,19,Regular,Alta
824,825,1123,USB,3,537.92,Norte,2025-06-04 00:28:17.176720,Transferencia,0.09,1468.5215999999998,Cliente_123,24,Regular,Alta
825,826,1184,Laptop,2,1808.87,Oeste,2025-05-19 00:28:17.176724,Efectivo,0.18,2966.5468,Cliente_184,45,Premium,Alta
826,827,1062,Laptop,1,648.12,Oeste,2024-07-24 00:28:17.176728,Transferencia,0.05,615.7139999999999,Cliente_62,64,Regular,Media
827,828,1032,Mouse,4,1109.15,Oeste,2025-03-08 00:28:17.176732,Tarjeta,0.16,3726.744,Cliente_32,44,Regular,Alta
828,829,1158,Tablet,8,110.51,Norte,2024-12-17 00:28:17.176736,Efectivo,0.26,654.2192,Cliente_158,49,Regular,Media
829,830,1029,Mouse,3,97.32,Este,2024-12-28 00:28:17.176740,Tarjeta,0.15,248.166,Cliente_29,61,Premium,Baja
830,831,1049,USB,1,1443.54,Oeste,2025-03-20 00:28:17.176743,Efectivo,0.21,1140.3966,Cliente_49,21,Regular,Alta
831,832,1173,Mouse,4,894.52,Norte,2024-08-13 00:28:17.176747,Efectivo,0.02,3506.5184,Cliente_173,30,Premium,Alta
832,833,1030,Laptop,9,520.02,Sur,2025-06-04 00:28:17.176751,Tarjeta,0.13,4071.7566,Cliente_30,42,Regular,Alta
833,834,1144,Monitor,1,388.92,Norte,2025-01-11 00:28:17.176755,Tarjeta,0.03,377.2524,Cliente_144,20,Premium,Alta
834,835,1168,Teclado,2,1343.21,Norte,2025-03-19 00:28:17.176759,Tarjeta,0.18,2202.8644000000004,Cliente_168,62,Regular,Alta
835,836,1019,Impresora,9,10.8,Norte,2025-02-01 00:28:17.176763,Transferencia,0.08,89.424,Cliente_19,19,Regular,Baja
836,837,1018,Teclado,2,1613.72,Oeste,2025-04-23 00:28:17.176767,Efectivo,0.09,2936.9704,Cliente_18,39,Premium,Alta
837,838,1001,Teclado,3,167.71,Norte,2024-10-25 00:28:17.176771,Efectivo,0.02,493.0674,Cliente_1,56,Premium,Alta
838,839,1078,Teléfono,7,391.06,Sur,2024-10-29 00:28:17.176775,Efectivo,0.09,2491.0522,Cliente_78,51,Regular,Alta
839,840,1115,Laptop,3,778.61,Oeste,2025-02-13 00:28:17.176779,Tarjeta,0.15,1985.4555,Cliente_115,52,Regular,Alta
840,841,1175,USB,9,974.87,Sur,2025-03-23 00:28:17.176783,Efectivo,0.18,7194.5406,Cliente_175,24,Regular,Alta
841,842,1194,USB,6,716.44,Centro,2025-03-25 00:28:17.176787,Efectivo,0.02,4212.6672,Cliente_194,18,Premium,Alta
842,843,1113,Impresora,3,648.22,Norte,2025-02-11 00:28:17.176791,Tarjeta,0.2,1555.728,Cliente_113,34,Regular,Alta
