visitante_id,nombre,edad,pais_origen,destino_id,fecha_visita,duracion_dias
1517,Turista_2706,64,España,11,2023-05-16,21
1518,Turista_566,52,Canadá,13,2023-07-15,18
1519,Turista_1117,36,México,20,2023-05-13,8
1520,Turista_2441,67,Canadá,5,2023-03-27,27
1521,Turista_473,25,EE.UU.,4,2024-04-20,15
1522,Turista_2581,43,Argentina,4,2023-11-20,13
1523,Turista_1740,66,México,4,2023-06-29,13
1524,Turista_1819,57,EE.UU.,4,2024-05-30,16
1525,Turista_2092,24,Japón,20,2024-09-29,22
1526,Turista_1834,47,México,18,2023-06-24,20
1527,Turista_2831,24,España,18,2023-01-21,13
1528,Turista_1378,20,Argentina,16,2023-04-15,20
1529,Turista_898,18,Argentina,9,2024-07-31,2
1530,Turista_1227,53,España,18,2024-03-18,3
1531,Turista_362,42,Argentina,2,2023-02-18,15
1532,Turista_136,54,España,4,2024-06-11,23
1533,Turista_1293,18,EE.UU.,12,2023-05-25,19
1534,Turista_2209,32,Japón,7,2023-12-06,13
1535,Turista_2349,54,Alemania,15,2023-12-20,5
1536,Turista_2300,30,México,7,2023-03-16,26
1537,Turista_367,57,España,17,2024-07-31,22
1538,Turista_1979,25,México,16,2024-09-28,6
1539,Turista_30,22,Japón,19,2023-11-15,14
1540,Turista_2549,77,EE.UU.,9,2023-03-28,4
1541,Turista_23,26,Alemania,14,2024-07-06,22
1542,Turista_1107,18,Japón,17,2024-11-28,19
1543,Turista_2764,53,EE.UU.,5,2023-02-11,23
1544,Turista_1695,52,Argentina,2,2023-04-03,7
1545,Turista_421,19,México,20,2024-11-27,4
1546,Turista_1661,57,Brasil,16,2024-12-27,2
1547,Turista_461,40,Alemania,14,2024-05-21,27
1548,Turista_44,26,Argentina,14,2024-06-12,7
1549,Turista_88,51,Japón,1,2023-09-22,3
1550,Turista_1223,63,Alemania,3,2024-09-17,15
1551,Turista_671,31,Argentina,7,2023-10-19,1
1552,Turista_283,21,EE.UU.,15,2024-04-08,2
1553,Turista_872,47,España,19,2024-07-13,10
1554,Turista_1095,48,México,20,2023-04-07,16
1555,Turista_692,55,Canadá,2,2023-04-05,25
1556,Turista_2901,28,Canadá,19,2023-11-22,28
1557,Turista_799,52,EE.UU.,9,2023-03-15,15
1558,Turista_534,25,Japón,19,2023-12-02,24
1559,Turista_1672,20,México,5,2023-03-09,15
1560,Turista_2498,31,Japón,18,2023-03-18,14
1561,Turista_2402,77,México,16,2023-07-27,22
1562,Turista_2436,30,EE.UU.,4,2023-08-09,14
1563,Turista_2154,62,México,12,2023-09-19,6
1564,Turista_2924,49,España,7,2024-02-14,14
1565,Turista_1341,51,Japón,14,2023-11-27,17
1566,Turista_2130,62,EE.UU.,12,2023-12-10,18
1567,Turista_811,78,España,3,2023-03-15,20
1568,Turista_595,36,México,5,2024-09-28,19
1569,Turista_1867,76,EE.UU.,17,2024-11-30,30
1570,Turista_2233,55,México,10,2023-09-11,17
1571,Turista_686,33,Japón,10,2023-11-28,16
1572,Turista_1407,19,EE.UU.,11,2024-02-02,8
1573,Turista_222,57,México,17,2023-12-11,7
1574,Turista_544,34,Japón,5,2024-08-06,20
1575,Turista_1270,72,España,13,2024-10-29,28
1576,Turista_2940,51,Brasil,10,2024-03-30,12
1577,Turista_2642,59,España,9,2023-04-25,9
1578,Turista_1042,77,México,17,2023-11-09,27
1579,Turista_908,33,EE.UU.,1,2023-08-16,14
1580,Turista_1483,55,Canadá,4,2023-09-02,20
1581,Turista_1101,77,España,4,2024-06-09,1
1582,Turista_677,19,España,18,2024-06-11,10
1583,Turista_683,19,Japón,9,2024-03-02,17
1584,Turista_2116,43,Argentina,18,2023-02-11,17
1585,Turista_273,30,Canadá,14,2024-04-09,17
1586,Turista_522,73,México,15,2024-09-13,4
1587,Turista_1376,64,Brasil,6,2023-10-05,17
1588,Turista_1394,48,EE.UU.,10,2023-01-19,18
1589,Turista_602,77,Argentina,15,2023-03-07,20
1590,Turista_946,51,México,4,2023-06-16,23
1591,Turista_351,56,Alemania,18,2024-08-07,2
1592,Turista_2111,20,Brasil,18,2024-02-07,8
1593,Turista_1601,25,España,17,2024-02-13,13
1594,Turista_2359,40,Alemania,12,2023-04-22,23
1595,Turista_742,31,España,7,2023-10-01,25
1596,Turista_2643,73,España,16,2024-02-11,30
1597,Turista_1656,79,Alemania,11,2024-01-08,22
1598,Turista_2951,72,Brasil,14,2024-08-19,20
1599,Turista_2909,44,Japón,3,2024-10-12,22
1600,Turista_2663,71,Alemania,19,2023-02-08,15
1601,Turista_169,46,México,18,2023-04-15,20
1602,Turista_1346,56,Argentina,10,2023-11-20,23
1603,Turista_1780,70,Argentina,6,2024-02-18,9
1604,Turista_1812,56,Alemania,13,2024-03-04,3
1605,Turista_1234,18,México,10,2024-09-26,3
1606,Turista_941,34,Japón,18,2024-12-30,2
1607,Turista_2118,58,Argentina,20,2023-03-02,1
1608,Turista_2775,47,México,16,2024-09-03,14
1609,Turista_2276,70,Japón,6,2023-11-03,17
1610,Turista_220,30,México,13,2023-12-20,13
1611,Turista_368,38,España,4,2024-01-28,19
1612,Turista_1887,36,Argentina,14,2023-07-23,30
1613,Turista_2319,70,Japón,1,2023-09-15,23
1614,Turista_2029,36,Argentina,20,2024-04-30,15
1615,Turista_1374,74,España,5,2024-05-31,27
1616,Turista_352,42,Alemania,8,2024-03-21,25
1617,Turista_2915,39,España,12,2024-12-09,14
1618,Turista_2897,48,Argentina,2,2023-06-29,2
1619,Turista_2578,34,Argentina,12,2023-12-08,7
1620,Turista_1934,72,Brasil,5,2023-05-13,17
1621,Turista_2740,40,Japón,5,2024-03-18,18
1622,Turista_2414,49,Alemania,13,2023-09-10,6
1623,Turista_499,79,España,9,2023-09-22,27
1624,Turista_1710,27,Japón,10,2023-04-03,21
1625,Turista_211,27,EE.UU.,1,2024-10-23,8
1626,Turista_1396,53,Japón,3,2024-02-15,28
1627,Turista_802,25,EE.UU.,18,2023-05-18,27
1628,Turista_228,71,Alemania,12,2023-07-27,2
1629,Turista_366,69,España,3,2024-09-28,1
1630,Turista_2572,37,España,9,2024-07-26,16
1631,Turista_277,49,México,2,2023-11-03,7
1632,Turista_2024,67,Argentina,3,2023-09-23,22
1633,Turista_2669,31,Canadá,14,2024-10-07,24
1634,Turista_1296,67,Brasil,4,2023-11-14,11
1635,Turista_408,45,Japón,19,2023-04-23,15
1636,Turista_2010,63,Alemania,13,2024-01-13,13
1637,Turista_1072,69,Canadá,7,2024-03-29,30
1638,Turista_2378,70,Japón,12,2023-07-10,24
1639,Turista_840,41,Canadá,3,2024-03-15,2
1640,Turista_1908,32,Alemania,9,2023-07-06,14
1641,Turista_2816,39,España,2,2024-01-02,24
1642,Turista_652,47,Alemania,9,2023-03-30,6
1643,Turista_8,21,Japón,12,2023-07-06,9
1644,Turista_730,30,Canadá,12,2023-05-12,28
1645,Turista_1273,76,Argentina,15,2024-09-26,7
1646,Turista_839,40,Brasil,2,2024-07-13,18
1647,Turista_416,25,Brasil,18,2024-01-11,24
1648,Turista_2877,35,Argentina,13,2024-11-21,9
1649,Turista_2500,29,Argentina,14,2024-11-22,23
1650,Turista_1766,72,España,5,2023-04-09,4
1651,Turista_1922,48,Japón,10,2023-02-03,9
1652,Turista_200,31,EE.UU.,12,2024-08-04,4
1653,Turista_284,51,Alemania,10,2023-06-20,12
1654,Turista_232,35,Brasil,11,2024-01-01,4
1655,Turista_694,73,Argentina,2,2023-02-28,25
1656,Turista_1905,51,Alemania,5,2023-06-30,30
1657,Turista_97,28,Brasil,7,2023-01-19,24
1658,Turista_1420,58,Argentina,6,2023-08-14,20
1659,Turista_2619,29,Japón,3,2024-04-17,14
1660,Turista_1455,66,Brasil,13,2023-04-05,24
1661,Turista_1651,32,España,3,2023-10-24,24
1662,Turista_1475,74,EE.UU.,6,2024-08-15,7
1663,Turista_1230,48,EE.UU.,11,2023-06-24,26
1664,Turista_2917,66,Argentina,17,2023-08-10,13
1665,Turista_2637,75,Brasil,10,2024-09-06,22
1666,Turista_1473,46,España,12,2023-02-23,8
1667,Turista_1443,43,México,17,2024-11-25,23
1668,Turista_105,35,Alemania,4,2024-02-07,5
1669,Turista_2272,49,Alemania,2,2023-11-14,12
1670,Turista_1106,39,Canadá,11,2023-12-15,13
1671,Turista_1552,55,España,7,2024-03-18,29
1672,Turista_1065,34,Brasil,2,2024-08-02,20
1673,Turista_1237,40,Japón,18,2024-06-23,14
1674,Turista_2186,41,Japón,4,2023-10-09,28
1675,Turista_1024,67,Canadá,8,2023-12-26,18
1676,Turista_227,25,Argentina,20,2024-09-22,27
1677,Turista_1081,58,Brasil,14,2024-10-07,24
1678,Turista_2341,23,Canadá,12,2024-10-02,25
1679,Turista_2652,22,EE.UU.,18,2023-01-08,20
1680,Turista_2023,61,Alemania,11,2024-07-16,4
1681,Turista_931,74,Brasil,8,2024-05-05,21
1682,Turista_1079,46,Canadá,2,2023-12-07,18
1683,Turista_1903,45,EE.UU.,15,2024-04-16,7
1684,Turista_2779,28,España,9,2024-11-17,15
1685,Turista_1516,74,Canadá,19,2024-11-25,21
1686,Turista_1671,18,Argentina,20,2024-12-04,6
1687,Turista_465,60,Argentina,8,2023-09-06,16
1688,Turista_790,36,Argentina,19,2023-08-23,20
1689,Turista_762,26,Brasil,5,2023-03-24,24
1690,Turista_773,44,Japón,11,2023-04-03,8
1691,Turista_1738,51,Japón,15,2024-01-29,28
1692,Turista_1265,61,Alemania,8,2023-09-25,21
1693,Turista_2844,21,Canadá,19,2024-02-21,16
1694,Turista_1685,53,España,8,2024-09-23,28
1695,Turista_213,35,Canadá,19,2024-08-05,22
1696,Turista_13,32,Alemania,18,2024-06-12,16
1697,Turista_2958,68,EE.UU.,10,2023-09-10,3
1698,Turista_423,30,Alemania,7,2023-05-02,17
1699,Turista_2172,36,Argentina,9,2023-01-10,9
1700,Turista_1730,66,Brasil,1,2023-11-12,25
1701,Turista_2520,23,EE.UU.,19,2023-09-30,3
1702,Turista_2190,65,Brasil,5,2023-11-02,20
1703,Turista_2690,73,Argentina,19,2023-07-29,29
1704,Turista_1124,29,México,1,2024-12-30,7
1705,Turista_2363,68,Alemania,15,2024-04-08,18
1706,Turista_2584,54,Alemania,16,2024-12-12,12
1707,Turista_1676,34,España,7,2024-12-28,19
1708,Turista_510,75,Canadá,12,2024-12-17,16
1709,Turista_645,40,EE.UU.,8,2024-02-20,22
1710,Turista_598,43,Japón,5,2023-08-04,27
1711,Turista_979,46,Brasil,10,2023-03-21,24
1712,Turista_806,50,EE.UU.,5,2024-04-24,17
1713,Turista_1994,77,España,17,2024-06-30,20
1714,Turista_2891,44,España,5,2023-01-18,15
1715,Turista_519,42,Brasil,15,2023-06-14,1
1716,Turista_2551,73,Japón,13,2024-06-08,2
1717,Turista_574,72,Canadá,1,2023-07-21,8
1718,Turista_2984,27,Brasil,11,2023-12-12,22
1719,Turista_2777,64,Brasil,1,2024-01-01,25
1720,Turista_1160,40,Argentina,11,2024-03-23,2
1721,Turista_2407,38,Japón,18,2024-05-27,19
1722,Turista_1727,38,Canadá,18,2023-11-15,9
1723,Turista_2044,60,Alemania,16,2023-08-05,9
1724,Turista_2861,30,Argentina,13,2023-02-03,13
1725,Turista_124,54,México,7,2023-09-23,6
1726,Turista_1235,50,Japón,1,2024-10-01,30
1727,Turista_221,41,Canadá,16,2024-12-24,15
1728,Turista_2962,61,España,1,2023-03-21,19
1729,Turista_359,28,Argentina,17,2024-11-07,21
1730,Turista_2448,34,Canadá,6,2024-02-17,15
1731,Turista_2767,21,EE.UU.,2,2023-09-09,18
1732,Turista_1690,64,Brasil,17,2023-01-12,7
1733,Turista_260,42,México,6,2024-02-05,26
1734,Turista_2824,47,Alemania,14,2024-12-24,11
1735,Turista_880,26,Brasil,18,2023-10-09,8
1736,Turista_2437,38,EE.UU.,6,2023-04-22,6
1737,Turista_965,37,EE.UU.,10,2024-12-23,8
1738,Turista_1048,36,México,18,2024-01-13,2
1739,Turista_2452,36,Alemania,9,2023-09-25,19
1740,Turista_2438,29,España,8,2023-10-25,16
1741,Turista_1559,54,Argentina,10,2023-11-13,7
1742,Turista_863,59,Japón,17,2024-07-23,10
1743,Turista_2970,34,Alemania,6,2024-05-23,12
1744,Turista_2677,54,Japón,14,2024-06-29,17
1745,Turista_457,71,Canadá,6,2023-12-31,7
1746,Turista_463,65,EE.UU.,7,2024-06-30,22
1747,Turista_2600,56,Canadá,12,2023-09-28,8
1748,Turista_1382,45,España,3,2024-04-18,7
1749,Turista_1570,58,Canadá,14,2024-06-20,4
1750,Turista_382,52,Alemania,19,2023-08-22,3
1751,Turista_927,64,Canadá,16,2023-02-28,19
1752,Turista_1125,65,España,7,2023-09-08,15
1753,Turista_756,35,España,8,2023-03-27,4
1754,Turista_2513,31,España,18,2024-01-25,25
1755,Turista_1814,52,Alemania,13,2023-06-29,9
1756,Turista_1462,61,España,9,2024-12-19,13
1757,Turista_2237,58,EE.UU.,10,2023-05-29,18
1758,Turista_2544,77,Brasil,9,2024-08-05,21
1759,Turista_858,24,España,15,2023-05-01,16
1760,Turista_2685,58,Canadá,20,2024-08-27,1
1761,Turista_2030,30,Argentina,2,2023-09-13,4
1762,Turista_2382,35,Canadá,13,2023-11-05,18
1763,Turista_2404,54,Argentina,2,2023-02-28,8
1764,Turista_2331,30,Canadá,19,2023-03-10,20
1765,Turista_963,53,Alemania,2,2024-03-21,16
1766,Turista_1240,48,Canadá,3,2024-01-23,21
1767,Turista_543,19,Alemania,6,2023-03-27,11
1768,Turista_2937,33,Alemania,3,2023-08-15,20
1769,Turista_1338,26,España,10,2024-08-15,21
1770,Turista_1236,26,EE.UU.,6,2024-09-17,21
1771,Turista_1851,55,Argentina,16,2023-07-03,21
1772,Turista_2474,28,España,17,2023-11-18,27
1773,Turista_2466,71,España,19,2023-11-14,19
1774,Turista_950,73,Brasil,3,2024-07-19,23
1775,Turista_2795,39,Alemania,18,2024-02-03,19
1776,Turista_1221,50,Alemania,7,2024-12-09,18
1777,Turista_2948,53,Argentina,9,2023-10-20,19
1778,Turista_2252,62,Canadá,20,2023-10-20,11
1779,Turista_1463,40,Canadá,12,2024-04-29,3
1780,Turista_2465,62,Japón,5,2024-03-22,8
1781,Turista_2014,62,España,3,2024-11-22,20
1782,Turista_991,51,Japón,11,2024-02-16,19
1783,Turista_436,26,México,4,2024-05-22,10
1784,Turista_1000,41,México,5,2023-09-01,16
1785,Turista_238,25,Japón,1,2024-02-24,5
1786,Turista_2718,24,Canadá,18,2023-06-03,20
1787,Turista_110,53,México,12,2024-02-28,9
1788,Turista_782,35,Brasil,13,2023-09-30,8
1789,Turista_2097,20,Canadá,9,2024-10-08,11
1790,Turista_164,45,Alemania,2,2024-06-03,16
1791,Turista_289,23,España,5,2023-05-08,7
1792,Turista_253,61,EE.UU.,13,2024-01-08,15
1793,Turista_1162,61,España,16,2024-07-21,24
1794,Turista_2058,38,Japón,16,2024-09-29,29
1795,Turista_1946,45,Canadá,3,2023-06-08,21
1796,Turista_768,57,Japón,4,2024-07-24,20
1797,Turista_788,71,Brasil,11,2024-07-23,23
1798,Turista_1360,71,Canadá,14,2024-10-13,17
1799,Turista_832,18,España,3,2023-06-25,6
1800,Turista_1928,53,Brasil,16,2024-09-11,15
1801,Turista_1386,38,Brasil,15,2023-07-30,8
1802,Turista_2195,77,Brasil,10,2024-03-22,7
1803,Turista_2377,60,Argentina,9,2024-08-08,2
1804,Turista_2900,52,Canadá,11,2023-06-16,30
1805,Turista_1269,30,México,16,2024-04-04,13
1806,Turista_2249,74,México,10,2023-12-23,30
1807,Turista_1290,66,Canadá,17,2023-10-31,23
1808,Turista_1299,71,Canadá,19,2023-08-21,29
1809,Turista_2444,71,Argentina,2,2023-11-23,6
1810,Turista_462,27,México,2,2023-07-01,29
1811,Turista_1741,70,Canadá,6,2024-09-25,5
1812,Turista_1511,61,Canadá,19,2023-11-30,20
1813,Turista_158,64,Japón,8,2024-12-15,1
1814,Turista_904,70,Argentina,3,2023-01-29,29
1815,Turista_2374,27,Argentina,14,2024-12-14,18
1816,Turista_2947,63,España,16,2023-04-03,15
1817,Turista_678,30,Argentina,1,2024-11-18,23
1818,Turista_1761,54,EE.UU.,3,2023-11-26,10
1819,Turista_2408,55,México,18,2024-12-23,3
1820,Turista_239,41,España,9,2023-07-03,5
1821,Turista_882,19,EE.UU.,6,2023-04-05,24
1822,Turista_1400,39,Canadá,1,2024-10-10,29
1823,Turista_244,34,Japón,10,2023-12-19,13
1824,Turista_101,53,Japón,6,2023-09-22,8
1825,Turista_316,31,Canadá,12,2024-10-08,22
1826,Turista_912,27,España,4,2024-10-17,21
1827,Turista_1098,52,Argentina,13,2023-01-19,29
1828,Turista_861,42,Brasil,17,2024-10-07,2
1829,Turista_980,20,Japón,8,2024-09-17,9
1830,Turista_262,64,Brasil,20,2024-05-13,17
1831,Turista_2002,55,Canadá,3,2023-05-19,27
1832,Turista_1726,34,Brasil,12,2024-09-28,18
1833,Turista_196,29,Alemania,7,2024-12-16,13
1834,Turista_1861,71,España,12,2024-07-26,1
1835,Turista_1779,69,EE.UU.,2,2024-06-08,12
1836,Turista_2516,41,España,14,2023-09-12,20
1837,Turista_180,46,México,5,2023-03-26,20
1838,Turista_1599,60,Argentina,9,2024-04-02,21
1839,Turista_2361,42,Argentina,11,2024-06-15,5
1840,Turista_2292,53,España,5,2024-07-15,8
1841,Turista_2388,75,Canadá,3,2024-11-06,27
1842,Turista_341,77,Canadá,17,2023-04-02,15
1843,Turista_2156,43,Alemania,2,2024-08-22,27
1844,Turista_1232,55,Alemania,1,2023-03-10,3
1845,Turista_749,18,Argentina,7,2023-02-06,6
1846,Turista_2949,37,Alemania,14,2023-05-20,28
1847,Turista_663,72,Japón,5,2024-11-10,13
1848,Turista_481,45,Japón,19,2024-07-19,12
1849,Turista_804,33,EE.UU.,11,2023-06-27,19
1850,Turista_2179,64,Alemania,2,2024-09-09,29
1851,Turista_2695,34,EE.UU.,8,2023-05-17,18
1852,Turista_1412,57,Alemania,9,2023-07-09,24
1853,Turista_2598,45,Argentina,3,2024-10-01,1
1854,Turista_550,75,Argentina,2,2023-12-08,25
1855,Turista_1499,29,EE.UU.,7,2024-07-12,27
1856,Turista_784,44,España,5,2023-01-05,7
1857,Turista_2760,71,Argentina,5,2023-09-14,12
1858,Turista_1973,70,España,20,2024-10-23,10
1859,Turista_743,59,Canadá,13,2023-08-31,29
1860,Turista_2460,76,Japón,20,2024-12-20,12
1861,Turista_1789,64,EE.UU.,6,2024-02-19,11
1862,Turista_2848,47,Brasil,20,2024-09-18,4
1863,Turista_1823,58,Argentina,18,2024-12-07,19
1864,Turista_2863,51,México,2,2023-12-09,6
1865,Turista_2878,54,Canadá,6,2024-11-12,25
1866,Turista_2162,23,España,9,2024-01-14,9
1867,Turista_1069,24,Argentina,3,2024-08-16,20
1868,Turista_248,49,EE.UU.,1,2024-10-27,10
1869,Turista_2117,49,Brasil,1,2024-10-14,5
1870,Turista_1189,70,Alemania,19,2023-05-26,27
1871,Turista_2772,42,Brasil,5,2023-11-19,13
1872,Turista_627,50,México,13,2023-05-02,9
1873,Turista_348,72,España,19,2023-09-09,2
1874,Turista_279,75,Canadá,12,2023-11-07,18
1875,Turista_1870,24,Brasil,16,2024-08-23,21
1876,Turista_2324,69,EE.UU.,19,2024-04-19,1
1877,Turista_656,74,México,3,2024-07-23,24
1878,Turista_2870,79,EE.UU.,12,2024-05-06,21
1879,Turista_1322,29,Argentina,5,2024-07-28,12
1880,Turista_2675,33,Alemania,2,2023-12-13,10
1881,Turista_2638,33,Canadá,7,2024-05-01,2
1882,Turista_2109,60,EE.UU.,13,2024-04-17,28
1883,Turista_2015,70,España,15,2024-01-17,9
1884,Turista_1815,53,Argentina,3,2023-10-07,2
1885,Turista_2427,30,Argentina,20,2023-03-13,23
1886,Turista_446,24,Canadá,5,2024-06-04,24
1887,Turista_618,53,Argentina,8,2024-01-01,30
1888,Turista_1287,64,España,1,2023-04-04,22
1889,Turista_1660,68,EE.UU.,8,2024-01-08,14
1890,Turista_1129,26,Canadá,18,2023-12-05,11
1891,Turista_1191,49,Japón,20,2024-03-12,23
1892,Turista_1642,28,Argentina,16,2023-12-02,11
1893,Turista_845,25,Argentina,18,2024-10-25,17
1894,Turista_2602,50,España,20,2024-05-06,4
1895,Turista_548,40,Alemania,12,2023-02-09,13
1896,Turista_1860,42,Alemania,13,2023-12-25,7
1897,Turista_2887,73,Brasil,13,2024-07-27,16
1898,Turista_2988,25,Argentina,10,2023-09-11,1
1899,Turista_264,62,Japón,7,2024-08-03,13
1900,Turista_1810,39,EE.UU.,14,2024-02-02,1
1901,Turista_2397,76,Canadá,16,2023-06-19,11
1902,Turista_2380,21,Argentina,15,2024-11-20,6
1903,Turista_354,57,México,12,2024-12-01,20
1904,Turista_966,20,Canadá,9,2024-05-25,3
1905,Turista_209,46,Brasil,8,2023-09-17,12
1906,Turista_614,58,Alemania,18,2024-08-06,5
1907,Turista_1100,46,Japón,18,2024-04-03,9
1908,Turista_2284,51,Argentina,13,2024-06-12,26
1909,Turista_1577,51,España,18,2023-12-07,26
1910,Turista_1963,45,México,15,2023-02-26,12
1911,Turista_1201,30,Argentina,4,2023-08-06,30
1912,Turista_2283,32,Japón,17,2024-09-10,30
1913,Turista_1581,77,Brasil,5,2024-11-15,28
1914,Turista_58,40,EE.UU.,16,2024-04-08,27
1915,Turista_1207,61,México,9,2023-09-04,10
1916,Turista_812,43,Brasil,10,2024-12-30,19
1917,Turista_2234,21,Argentina,18,2024-01-08,5
1918,Turista_562,43,EE.UU.,17,2024-02-21,26
1919,Turista_2088,57,México,18,2023-01-31,5
1920,Turista_230,26,EE.UU.,7,2024-01-03,9
1921,Turista_2994,72,EE.UU.,4,2024-07-12,27
1922,Turista_1806,22,México,5,2024-10-07,28
1923,Turista_2973,73,México,16,2023-04-18,26
1924,Turista_539,49,EE.UU.,3,2024-08-06,27
1925,Turista_2766,37,Brasil,18,2024-02-22,20
1926,Turista_1134,67,Japón,14,2024-09-11,17
1927,Turista_2850,28,Alemania,15,2024-02-02,10
1928,Turista_1096,32,México,17,2023-09-29,21
1929,Turista_2646,49,Argentina,1,2024-11-13,1
1930,Turista_1115,45,Canadá,17,2023-04-26,22
1931,Turista_708,39,España,11,2024-08-08,28
1932,Turista_425,58,EE.UU.,17,2023-09-13,16
1933,Turista_70,34,EE.UU.,14,2023-03-22,26
1934,Turista_2293,76,España,20,2023-05-08,26
1935,Turista_1217,43,Alemania,19,2023-08-23,15
1936,Turista_648,61,España,7,2024-07-06,23
1937,Turista_1770,24,México,13,2023-06-30,17
1938,Turista_1365,59,España,18,2023-06-06,26
1939,Turista_999,74,EE.UU.,14,2024-03-29,20
1940,Turista_2120,43,España,1,2024-07-24,25
1941,Turista_2631,42,Canadá,7,2024-12-04,13
1942,Turista_1128,27,Argentina,8,2023-01-24,1
1943,Turista_1666,76,México,18,2024-04-17,25
1944,Turista_621,62,España,9,2024-02-04,8
1945,Turista_1643,36,EE.UU.,1,2024-08-14,5
1946,Turista_1264,28,Brasil,17,2023-05-14,6
1947,Turista_2927,30,Argentina,19,2024-02-25,23
1948,Turista_1091,70,México,6,2023-08-01,20
1949,Turista_1585,25,EE.UU.,3,2024-04-26,30
1950,Turista_1118,57,Alemania,5,2023-12-14,14
1951,Turista_2158,21,Canadá,2,2023-06-15,22
1952,Turista_2715,64,Japón,20,2023-12-14,23
1953,Turista_1469,48,Alemania,4,2024-02-02,11
1954,Turista_280,45,Japón,10,2024-08-05,6
1955,Turista_1289,28,Canadá,10,2024-12-26,11
1956,Turista_1583,60,España,11,2024-03-10,13
1957,Turista_1584,18,México,16,2024-07-30,12
1958,Turista_1004,66,España,17,2023-08-09,22
1959,Turista_1019,64,Canadá,16,2023-11-04,2
1960,Turista_1731,69,Canadá,7,2024-11-27,21
1961,Turista_554,55,Canadá,16,2024-12-19,3
1962,Turista_835,41,Japón,3,2024-04-10,23
1963,Turista_658,71,Argentina,16,2023-04-09,4
1964,Turista_597,77,EE.UU.,8,2023-08-30,17
1965,Turista_2903,74,México,12,2023-06-07,28
1966,Turista_803,64,España,3,2024-09-01,28
1967,Turista_2178,48,España,17,2024-07-07,22
1968,Turista_770,58,Alemania,18,2024-10-12,6
1969,Turista_2693,63,Japón,11,2023-08-15,7
1970,Turista_2771,67,Canadá,4,2024-02-27,15
1971,Turista_441,43,Brasil,16,2023-03-13,11
1972,Turista_509,66,Canadá,17,2023-08-31,24
1973,Turista_77,67,Canadá,9,2024-06-13,3
1974,Turista_1993,22,Brasil,6,2024-08-11,30
1975,Turista_1533,37,España,20,2023-02-14,6
1976,Turista_650,69,Alemania,2,2024-04-16,26
1977,Turista_523,58,EE.UU.,9,2024-01-06,2
1978,Turista_1564,28,Brasil,6,2024-10-13,29
1979,Turista_1938,73,Japón,3,2024-11-19,14
1980,Turista_2148,71,Argentina,20,2023-04-02,9
1981,Turista_655,50,México,6,2023-01-22,18
1982,Turista_1243,67,Japón,7,2023-06-21,19
1983,Turista_1619,55,Brasil,1,2024-08-26,12
1984,Turista_1261,44,EE.UU.,1,2023-07-11,13
1985,Turista_977,51,España,5,2023-03-18,26
1986,Turista_2217,32,Argentina,6,2023-10-08,12
1987,Turista_631,49,Argentina,13,2023-12-30,12
1988,Turista_1324,78,Argentina,2,2023-06-28,18
1989,Turista_1587,75,Canadá,15,2023-08-26,9
1990,Turista_1755,38,México,15,2023-05-15,17
1991,Turista_483,63,España,13,2023-10-07,21
1992,Turista_2017,22,España,14,2023-01-19,16
1993,Turista_1686,23,Argentina,7,2024-08-17,17
1994,Turista_3000,55,España,14,2024-01-06,21
1995,Turista_2483,79,México,10,2023-04-22,24
1996,Turista_439,39,México,17,2024-11-06,8
1997,Turista_2127,79,Alemania,14,2024-11-10,11
1998,Turista_970,35,Brasil,8,2023-08-09,24
1999,Turista_1801,31,Brasil,4,2023-10-31,2
2000,Turista_2009,27,Alemania,16,2024-12-03,8
2001,Turista_1621,63,EE.UU.,13,2023-11-21,12
2002,Turista_857,30,Brasil,20,2024-03-12,21
2003,Turista_2062,48,México,18,2024-03-13,1
2004,Turista_167,47,México,14,2023-06-19,23
2005,Turista_60,20,Brasil,18,2024-01-10,13
2006,Turista_612,47,México,5,2024-07-10,22
2007,Turista_531,23,Alemania,9,2024-01-16,21
2008,Turista_1954,46,Argentina,3,2023-01-14,17
2009,Turista_50,25,Argentina,8,2024-10-30,14
2010,Turista_1558,61,España,20,2024-05-14,14
2011,Turista_1212,62,Japón,10,2024-10-07,16
2012,Turista_859,60,Japón,19,2024-01-26,17
2013,Turista_2176,61,Argentina,3,2024-07-02,6
2014,Turista_49,50,Canadá,11,2024-07-18,26
2015,Turista_720,34,Alemania,11,2024-06-13,28
2016,Turista_1238,65,México,17,2024-05-06,7
2017,Turista_1445,28,Brasil,16,2024-07-03,26
2018,Turista_2290,30,Argentina,7,2024-11-29,26
2019,Turista_1226,67,Alemania,4,2024-01-20,1
2020,Turista_633,28,Argentina,19,2023-07-15,25
2021,Turista_2481,48,EE.UU.,12,2023-10-27,15
2022,Turista_1539,45,México,15,2024-06-30,20
2023,Turista_2169,61,EE.UU.,11,2024-12-27,21
2024,Turista_1074,23,México,5,2024-08-24,18
2025,Turista_1548,58,Alemania,5,2023-11-04,30
2026,Turista_1353,33,España,15,2023-09-09,28
2027,Turista_1869,21,Argentina,18,2023-01-08,26
2028,Turista_1054,52,Argentina,11,2023-07-27,13
2029,Turista_1746,77,Canadá,12,2023-05-11,24
2030,Turista_2182,65,Brasil,2,2024-12-09,30
2031,Turista_2680,73,EE.UU.,20,2024-10-15,2
2032,Turista_1555,76,Argentina,15,2024-08-30,19
2033,Turista_298,43,Alemania,20,2023-01-26,15
