campaign_id,tipo_campaña,fecha_inicio,fecha_fin,presupuesto,clicks,conversiones,channel_id,customer_id
391,Google Ads,2024-01-26,2024-02-04,1562.23,310,-1,3,154.0
392,Google Ads,2024-01-27,2024-02-05,830.74,1499,191,2,160.0
393,SEO,2024-01-28,,1263.91,136,35,2,
394,SEO,2024-01-29,2024-02-07,2838.98,514,8,6,371.0
395,Google Ads,2024-01-30,2024-02-08,2016.51,125,169,4,345.0
396,SEO,2024-01-31,2024-02-09,4229.98,520,21,5,275.0
397,SEO,2024-02-01,2024-02-10,2438.99,463,43,2,416.0
398,Redes Sociales,2024-02-02,2024-02-11,1619.21,874,52,5,230.0
399,SEO,2024-02-03,2024-02-12,3277.15,944,178,1,201.0
400,Email,2024-02-04,2024-02-13,3680.5,775,180,2,409.0
401,SEO,2024-02-05,2024-02-14,1251.69,506,-1,2,391.0
402,SEO,2024-02-06,2024-02-15,1254.29,1358,136,4,594.0
403,Google Ads,2024-02-07,2024-02-16,665.02,1312,34,6,460.0
404,Email,2024-02-08,2024-02-17,3813.81,1750,162,5,437.0
405,SEO,2024-02-09,2024-02-18,3487.12,1672,26,2,
406,SEO,2024-02-10,2024-02-19,2635.84,702,70,2,109.0
407,Redes Sociales,2024-02-11,2024-02-20,4298.77,721,112,4,148.0
408,SEO,2024-02-12,2024-02-21,4125.52,1631,16,4,586.0
409,SEO,2024-02-13,2024-02-22,3134.09,1445,40,6,420.0
410,Redes Sociales,2024-02-14,2024-02-23,4407.22,544,22,5,
411,Google Ads,2024-02-15,2024-02-24,1426.29,1697,94,1,232.0
412,SEO,2024-02-16,2024-02-25,1003.64,1992,185,6,
413,Redes Sociales,2024-02-17,2024-02-26,1713.87,1118,5,1,182.0
414,Email,2024-02-18,2024-02-27,756.89,1474,131,3,156.0
415,Google Ads,2024-02-19,2024-02-28,2890.26,1320,190,2,475.0
416,Email,2024-02-20,,4714.73,1689,-1,5,448.0
417,Email,2024-02-21,2024-03-01,677.05,646,-1,6,370.0
418,Redes Sociales,2024-02-22,2024-03-02,1049.49,499,94,2,582.0
419,SEO,2024-02-23,2024-03-03,2534.9,534,138,5,210.0
420,Redes Sociales,2024-02-24,,4702.44,695,74,5,175.0
421,Redes Sociales,2024-02-25,2024-03-05,1922.7,669,48,5,257.0
422,Redes Sociales,2024-02-26,2024-03-06,2782.56,1091,156,2,
423,Redes Sociales,2024-02-27,2024-03-07,687.08,1679,90,6,428.0
424,Google Ads,2024-02-28,2024-03-08,1167.54,711,23,4,221.0
425,SEO,2024-02-29,2024-03-09,4939.84,807,105,2,140.0
426,Email,2024-03-01,2024-03-10,4843.03,338,150,5,266.0
427,Email,2024-03-02,2024-03-11,522.23,1487,99,6,122.0
428,SEO,2024-03-03,2024-03-12,4783.15,770,105,3,378.0
429,Email,2024-03-04,2024-03-13,3376.04,687,34,1,568.0
430,SEO,2024-03-05,2024-03-14,4405.63,284,174,5,499.0
431,Email,2024-03-06,2024-03-15,2546.33,465,37,3,108.0
432,Redes Sociales,2024-03-07,2024-03-16,2820.18,987,16,4,112.0
433,Email,2024-03-08,2024-03-17,2699.81,548,122,5,151.0
434,SEO,2024-03-09,2024-03-18,3500.89,1023,98,3,308.0
435,SEO,2024-03-10,2024-03-19,1128.43,683,159,5,
436,SEO,2024-03-11,2024-03-20,634.88,1723,171,2,501.0
437,SEO,2024-03-12,2024-03-21,1885.68,1069,141,6,290.0
438,SEO,2024-03-13,2024-03-22,3671.06,164,-1,3,150.0
439,Google Ads,2024-03-14,2024-03-23,1408.34,981,80,6,492.0
440,Google Ads,2024-03-15,2024-03-24,3530.45,723,33,2,399.0
441,Email,2024-03-16,2024-03-25,4864.6,1786,165,2,295.0
442,SEO,2024-03-17,2024-03-26,922.55,1307,194,6,516.0
443,Email,2024-03-18,2024-03-27,3526.71,1613,121,3,519.0
444,SEO,2024-03-19,2024-03-28,2496.88,1084,19,6,
445,SEO,2024-03-20,2024-03-29,4406.64,255,6,6,455.0
446,Google Ads,2024-03-21,2024-03-30,1297.17,1752,184,1,247.0
447,Google Ads,2024-03-22,2024-03-31,3616.82,296,121,3,464.0
448,Redes Sociales,2024-03-23,2024-04-01,4271.52,1632,176,1,463.0
449,Google Ads,2024-03-24,2024-04-02,4750.76,807,186,5,501.0
450,Redes Sociales,2024-03-25,2024-04-03,3574.62,1200,22,6,591.0
451,Redes Sociales,2024-03-26,2024-04-04,2737.29,196,7,5,328.0
452,Redes Sociales,2024-03-27,2024-04-05,3280.31,167,139,3,
453,Redes Sociales,2024-03-28,2024-04-06,4410.07,1984,175,6,
454,Redes Sociales,2024-03-29,2024-04-07,3067.74,1455,170,5,367.0
455,Email,2024-03-30,2024-04-08,636.74,461,-1,4,504.0
456,Google Ads,2024-03-31,2024-04-09,4689.27,1737,190,2,110.0
457,Redes Sociales,2024-04-01,2024-04-10,3602.87,1657,165,6,419.0
458,SEO,2024-04-02,,3544.31,412,112,2,225.0
459,Google Ads,2024-04-03,2024-04-12,1470.54,1582,191,1,405.0
460,Google Ads,2024-04-04,2024-04-13,3464.98,186,99,5,
461,Redes Sociales,2024-04-05,2024-04-14,2272.39,1248,-1,1,188.0
462,Email,2024-04-06,2024-04-15,3430.55,1362,15,6,454.0
463,Redes Sociales,2024-04-07,2024-04-16,979.67,1007,72,2,451.0
464,Email,2024-04-08,2024-04-17,3460.3,1554,127,2,113.0
465,SEO,2024-04-09,2024-04-18,4997.36,68,117,5,356.0
466,Google Ads,2024-04-10,2024-04-19,716.95,244,102,6,308.0
467,SEO,2024-04-11,2024-04-20,4897.28,379,97,4,380.0
468,Email,2024-04-12,2024-04-21,2331.09,224,26,4,542.0
469,Email,2024-04-13,2024-04-22,4418.39,1051,198,5,488.0
470,SEO,2024-04-14,2024-04-23,4020.73,498,176,6,582.0
471,Email,2024-04-15,2024-04-24,3051.57,1998,131,5,246.0
472,SEO,2024-04-16,2024-04-25,3823.02,995,138,6,378.0
473,Google Ads,2024-04-17,2024-04-26,4453.32,1427,174,1,
474,SEO,2024-04-18,2024-04-27,2318.63,1572,29,5,533.0
475,Google Ads,2024-04-19,2024-04-28,1971.65,190,189,6,243.0
476,SEO,2024-04-20,2024-04-29,3504.17,807,-1,4,388.0
477,Email,2024-04-21,2024-04-30,4135.31,1970,59,6,485.0
478,SEO,2024-04-22,2024-05-01,3930.28,979,148,6,113.0
479,Email,2024-04-23,2024-05-02,4090.16,142,-1,5,356.0
480,SEO,2024-04-24,2024-05-03,2460.12,288,146,1,445.0
481,SEO,2024-04-25,2024-05-04,4180.25,254,171,1,444.0
482,Redes Sociales,2024-04-26,2024-05-05,1040.94,609,160,1,499.0
483,Email,2024-04-27,2024-05-06,2950.2,1506,183,1,306.0
484,Redes Sociales,2024-04-28,2024-05-07,525.91,294,123,3,271.0
485,Email,2024-04-29,2024-05-08,1960.64,881,-1,5,563.0
486,Redes Sociales,2024-04-30,2024-05-09,2149.08,1390,-1,2,369.0
487,Google Ads,2024-05-01,2024-05-10,2282.78,974,190,5,320.0
488,SEO,2024-05-02,,3629.6,344,177,3,251.0
489,Email,2024-05-03,2024-05-12,2248.51,689,154,1,282.0
490,Email,2024-05-04,2024-05-13,2519.12,905,164,3,498.0
491,SEO,2024-05-05,2024-05-14,1568.95,1355,46,4,171.0
492,Email,2024-05-06,2024-05-15,2179.63,66,57,4,517.0
493,Email,2024-05-07,2024-05-16,1522.71,120,191,5,382.0
494,Redes Sociales,2024-05-08,2024-05-17,829.38,1342,78,5,173.0
495,Email,2024-05-09,2024-05-18,3215.52,1398,43,2,454.0
496,Google Ads,2024-05-10,2024-05-19,3506.96,1867,126,2,596.0
497,Google Ads,2024-05-11,2024-05-20,3287.71,354,-1,4,427.0
498,SEO,2024-05-12,2024-05-21,2585.72,1524,161,1,
499,Email,2024-05-13,2024-05-22,2209.04,1080,127,3,
500,SEO,2024-05-14,2024-05-23,4385.0,1387,115,2,546.0
501,Google Ads,2024-05-15,2024-05-24,2835.87,866,135,6,472.0
502,Email,2024-05-16,2024-05-25,2656.32,1176,87,2,461.0
503,Email,2024-05-17,2024-05-26,615.39,870,14,1,192.0
504,SEO,2024-05-18,2024-05-27,2035.62,242,96,1,420.0
505,Google Ads,2024-05-19,2024-05-28,2210.88,1826,33,5,423.0
506,Email,2024-05-20,2024-05-29,2294.7,1647,39,3,483.0
507,SEO,2024-05-21,,3110.78,578,10,1,
508,Google Ads,2024-05-22,,2901.21,220,144,2,445.0
509,SEO,2024-05-23,2024-06-01,3235.57,1610,115,2,202.0
510,Redes Sociales,2024-05-24,2024-06-02,3941.97,300,42,4,314.0
511,Email,2024-05-25,2024-06-03,4158.44,1838,81,1,291.0
512,Redes Sociales,2024-05-26,2024-06-04,3731.55,1460,97,6,293.0
513,Google Ads,2024-05-27,2024-06-05,4799.86,1280,151,5,479.0
514,Redes Sociales,2024-05-28,2024-06-06,582.05,590,71,3,502.0
515,Redes Sociales,2024-05-29,2024-06-07,1381.0,1702,140,6,
516,Google Ads,2024-05-30,2024-06-08,534.03,465,12,5,110.0
517,SEO,2024-05-31,2024-06-09,3413.64,843,126,2,286.0
518,Redes Sociales,2024-06-01,2024-06-10,4541.14,1453,88,6,114.0
519,SEO,2024-06-02,2024-06-11,1595.67,1217,179,5,396.0
520,Redes Sociales,2024-06-03,2024-06-12,4671.66,74,136,2,510.0
521,SEO,2024-06-04,2024-06-13,771.2,1895,183,2,
522,Google Ads,2024-06-05,2024-06-14,4704.96,717,89,2,151.0
523,Redes Sociales,2024-06-06,2024-06-15,2082.3,1146,199,2,127.0
524,Google Ads,2024-06-07,2024-06-16,956.39,681,49,2,
525,Redes Sociales,2024-06-08,2024-06-17,2686.42,1897,140,4,116.0
526,Google Ads,2024-06-09,2024-06-18,1655.49,1906,91,6,450.0
527,Google Ads,2024-06-10,2024-06-19,1781.93,1166,20,5,527.0
528,Redes Sociales,2024-06-11,2024-06-20,1882.8,554,81,4,328.0
529,Redes Sociales,2024-06-12,2024-06-21,4113.62,1671,199,4,309.0
530,Redes Sociales,2024-06-13,2024-06-22,2926.23,385,13,1,530.0
531,Email,2024-06-14,2024-06-23,1900.88,474,64,1,393.0
532,SEO,2024-06-15,2024-06-24,3246.5,548,82,1,
533,Email,2024-06-16,2024-06-25,3722.68,1437,-1,3,203.0
534,Email,2024-06-17,2024-06-26,1726.81,996,75,1,303.0
535,Google Ads,2024-06-18,2024-06-27,2360.97,679,19,5,152.0
536,Redes Sociales,2024-06-19,2024-06-28,1048.49,1818,75,4,474.0
537,SEO,2024-06-20,2024-06-29,1315.17,1272,106,5,153.0
538,Google Ads,2024-06-21,2024-06-30,3565.03,767,173,6,375.0
539,Email,2024-06-22,2024-07-01,1316.47,1486,26,1,434.0
540,Redes Sociales,2024-06-23,2024-07-02,2863.24,388,156,3,130.0
541,Google Ads,2024-06-24,2024-07-03,3690.71,708,117,6,234.0
542,Redes Sociales,2024-06-25,2024-07-04,980.95,1011,-1,3,157.0
543,Google Ads,2024-06-26,,3052.9,478,5,6,204.0
544,Redes Sociales,2024-06-27,2024-07-06,1654.53,1856,14,4,365.0
545,Email,2024-06-28,2024-07-07,4833.17,948,-1,5,
546,SEO,2024-06-29,2024-07-08,2675.96,188,-1,2,595.0
547,Email,2024-06-30,2024-07-09,4126.97,1766,117,5,352.0
548,SEO,2024-07-01,2024-07-10,2976.02,991,54,1,394.0
549,Redes Sociales,2024-07-02,2024-07-11,695.36,591,16,2,257.0
550,Google Ads,2024-07-03,2024-07-12,3349.18,106,93,3,
551,Email,2024-07-04,2024-07-13,4781.32,1305,-1,4,166.0
552,SEO,2024-07-05,2024-07-14,3207.25,707,158,4,398.0
553,Email,2024-07-06,2024-07-15,4186.35,484,116,3,562.0
554,SEO,2024-07-07,2024-07-16,4478.93,433,82,1,200.0
555,Email,2024-07-08,2024-07-17,1526.36,609,173,3,155.0
556,SEO,2024-07-09,2024-07-18,1454.2,243,-1,6,431.0
557,SEO,2024-07-10,2024-07-19,3249.41,1809,125,1,492.0
558,Redes Sociales,2024-07-11,2024-07-20,2349.63,1721,27,2,480.0
559,SEO,2024-07-12,2024-07-21,4279.38,583,175,3,191.0
560,Redes Sociales,2024-07-13,2024-07-22,4550.1,567,138,1,546.0
561,SEO,2024-07-14,2024-07-23,2090.4,765,175,2,208.0
562,Google Ads,2024-07-15,2024-07-24,1565.92,800,29,3,416.0
563,Google Ads,2024-07-16,2024-07-25,4012.36,234,-1,4,267.0
564,Google Ads,2024-07-17,2024-07-26,1736.63,1945,194,3,534.0
565,SEO,2024-07-18,2024-07-27,4201.76,341,145,5,541.0
566,Redes Sociales,2024-07-19,2024-07-28,2406.82,1408,47,3,317.0
567,Redes Sociales,2024-07-20,2024-07-29,3503.97,781,82,5,321.0
568,SEO,2024-07-21,2024-07-30,929.91,165,32,2,
569,Google Ads,2024-07-22,,3307.37,874,150,3,377.0
570,Google Ads,2024-07-23,2024-08-01,2532.95,1122,63,2,
571,Redes Sociales,2024-07-24,2024-08-02,3139.74,734,192,2,
572,Google Ads,2024-07-25,2024-08-03,1256.06,131,67,1,565.0
573,Email,2024-07-26,2024-08-04,3815.93,883,189,2,
574,Redes Sociales,2024-07-27,2024-08-05,4382.59,382,96,2,129.0
575,Google Ads,2024-07-28,2024-08-06,1475.33,606,183,3,458.0
576,Redes Sociales,2024-07-29,2024-08-07,930.72,384,60,3,387.0
577,Email,2024-07-30,2024-08-08,606.37,581,159,4,185.0
578,Redes Sociales,2024-07-31,2024-08-09,3388.87,270,164,1,333.0
579,Redes Sociales,2024-08-01,2024-08-10,3231.92,684,115,2,412.0
580,Redes Sociales,2024-08-02,2024-08-11,2960.14,1819,141,1,464.0
581,Redes Sociales,2024-08-03,2024-08-12,1543.76,1806,72,5,368.0
582,Email,2024-08-04,2024-08-13,2259.08,372,50,2,230.0
583,SEO,2024-08-05,2024-08-14,3175.14,1924,71,1,450.0
584,Redes Sociales,2024-08-06,2024-08-15,2735.45,52,158,4,279.0
585,Redes Sociales,2024-08-07,2024-08-16,4945.03,1767,140,4,579.0
586,Google Ads,2024-08-08,2024-08-17,1113.98,255,10,2,262.0
587,Redes Sociales,2024-08-09,,3628.15,1905,28,5,195.0
588,Google Ads,2024-08-10,2024-08-19,2319.43,89,180,4,
589,SEO,2024-08-11,2024-08-20,2426.9,108,98,4,464.0
590,Email,2024-08-12,2024-08-21,3729.19,1000,177,5,452.0
591,Email,2024-08-13,2024-08-22,3615.96,623,-1,1,535.0
592,SEO,2024-08-14,2024-08-23,4960.65,693,29,4,182.0
593,Email,2024-08-15,2024-08-24,1077.77,1580,152,3,324.0
594,SEO,2024-08-16,2024-08-25,968.49,1645,122,6,511.0
595,SEO,2024-08-17,2024-08-26,3759.52,1957,86,6,217.0
596,SEO,2024-08-18,2024-08-27,3102.74,892,115,4,581.0
597,Email,2024-08-19,2024-08-28,1733.72,1195,86,1,291.0
598,Google Ads,2024-08-20,2024-08-29,857.39,1552,70,1,
599,SEO,2024-08-21,2024-08-30,885.46,668,49,2,
600,Redes Sociales,2024-08-22,2024-08-31,4523.86,145,118,3,206.0
601,Email,2024-08-23,2024-09-01,1363.4,1932,179,1,481.0
602,SEO,2024-08-24,2024-09-02,1955.17,1487,-1,5,489.0
603,SEO,2024-08-25,2024-09-03,1519.95,1308,80,3,343.0
604,Redes Sociales,2024-08-26,2024-09-04,2097.48,947,118,6,
605,Google Ads,2024-08-27,2024-09-05,812.41,1135,-1,3,567.0
606,Google Ads,2024-08-28,,2835.77,1329,187,5,
607,Google Ads,2024-08-29,2024-09-07,804.26,610,151,4,309.0
608,SEO,2024-08-30,2024-09-08,4101.6,954,39,5,172.0
609,SEO,2024-08-31,2024-09-09,1551.7,397,57,5,408.0
610,SEO,2024-09-01,2024-09-10,2930.05,720,30,4,
611,Email,2024-09-02,2024-09-11,4460.36,1197,-1,4,285.0
612,Redes Sociales,2024-09-03,2024-09-12,3428.95,1555,122,4,352.0
613,SEO,2024-09-04,2024-09-13,2898.31,366,49,4,112.0
614,Redes Sociales,2024-09-05,2024-09-14,1959.5,1577,176,4,398.0
615,Redes Sociales,2024-09-06,2024-09-15,1998.51,768,197,5,175.0
616,Google Ads,2024-09-07,,3512.69,1121,55,2,150.0
617,Email,2024-09-08,2024-09-17,4973.63,1482,175,2,248.0
618,SEO,2024-09-09,2024-09-18,3478.28,1209,123,1,221.0
619,Google Ads,2024-09-10,2024-09-19,3010.03,1274,155,2,310.0
620,Google Ads,2024-09-11,2024-09-20,3787.93,299,188,6,379.0
621,SEO,2024-09-12,2024-09-21,2593.43,363,23,2,
622,Redes Sociales,2024-09-13,2024-09-22,770.64,1942,-1,5,255.0
623,Google Ads,2024-09-14,2024-09-23,3030.34,1441,80,4,337.0
624,Redes Sociales,2024-09-15,2024-09-24,4809.31,1502,187,4,475.0
625,Email,2024-09-16,2024-09-25,1288.86,1903,96,5,181.0
626,Redes Sociales,2024-09-17,2024-09-26,3605.02,856,192,6,591.0
627,Email,2024-09-18,2024-09-27,1404.2,1553,191,2,455.0
628,Redes Sociales,2024-09-19,2024-09-28,2911.22,1387,37,5,372.0
629,Google Ads,2024-09-20,2024-09-29,935.04,1573,151,1,
630,Google Ads,2024-09-21,,2526.67,1794,-1,4,143.0
631,Email,2024-09-22,2024-10-01,3902.73,1428,127,3,
632,SEO,2024-09-23,2024-10-02,2064.07,534,184,1,222.0
633,Email,2024-09-24,2024-10-03,3492.1,1284,130,6,448.0
634,Email,2024-09-25,2024-10-04,4079.52,1777,181,1,429.0
635,Redes Sociales,2024-09-26,2024-10-05,4672.3,93,41,5,508.0
636,Redes Sociales,2024-09-27,2024-10-06,1555.89,1614,158,2,422.0
637,Email,2024-09-28,2024-10-07,2296.92,620,103,4,210.0
638,Google Ads,2024-09-29,2024-10-08,1185.87,632,102,6,188.0
639,Redes Sociales,2024-09-30,2024-10-09,4966.18,1165,131,6,532.0
640,SEO,2024-10-01,2024-10-10,4671.5,1338,172,3,198.0
641,Redes Sociales,2024-10-02,2024-10-11,2929.81,944,84,1,
642,Redes Sociales,2024-10-03,2024-10-12,4289.15,269,42,3,245.0
643,SEO,2024-10-04,2024-10-13,2844.31,1975,81,2,356.0
644,Email,2024-10-05,2024-10-14,3306.14,974,130,2,288.0
645,SEO,2024-10-06,2024-10-15,901.06,1515,91,3,339.0
646,Email,2024-10-07,2024-10-16,3898.72,450,58,4,
647,Email,2024-10-08,2024-10-17,1074.71,1473,154,2,370.0
648,Email,2024-10-09,2024-10-18,4217.3,776,20,3,
649,SEO,2024-10-10,2024-10-19,4019.13,1040,32,1,
650,Email,2024-10-11,2024-10-20,3689.35,948,-1,3,213.0
651,Google Ads,2024-10-12,2024-10-21,662.72,1862,192,3,438.0
652,SEO,2024-10-13,2024-10-22,1864.08,1649,177,5,
653,Google Ads,2024-10-14,2024-10-23,1684.01,907,50,2,458.0
654,Email,2024-10-15,2024-10-24,2120.61,853,-1,4,433.0
655,Redes Sociales,2024-10-16,2024-10-25,894.39,539,187,4,268.0
656,Email,2024-10-17,2024-10-26,4716.31,1558,89,5,438.0
657,Google Ads,2024-10-18,2024-10-27,2992.11,1830,-1,6,360.0
658,Google Ads,2024-10-19,2024-10-28,1874.86,1543,89,4,298.0
659,SEO,2024-10-20,2024-10-29,2286.42,1647,157,3,310.0
660,Redes Sociales,2024-10-21,2024-10-30,2512.41,987,-1,5,386.0
661,SEO,2024-10-22,2024-10-31,3202.67,893,138,1,571.0
662,Google Ads,2024-10-23,2024-11-01,2820.56,1755,155,2,581.0
663,Email,2024-10-24,2024-11-02,4637.26,1518,-1,2,122.0
664,Redes Sociales,2024-10-25,2024-11-03,2736.34,1342,68,2,
665,Email,2024-10-26,2024-11-04,4964.71,316,91,3,208.0
666,Email,2024-10-27,2024-11-05,4331.41,103,175,1,395.0
667,Redes Sociales,2024-10-28,2024-11-06,1438.3,577,111,5,105.0
668,SEO,2024-10-29,2024-11-07,4687.68,1593,155,5,
669,Email,2024-10-30,2024-11-08,1023.65,665,100,2,302.0
670,Google Ads,2024-10-31,2024-11-09,4178.52,1132,162,1,424.0
671,Email,2024-11-01,2024-11-10,2212.8,1898,81,1,343.0
672,Redes Sociales,2024-11-02,2024-11-11,4450.88,1113,150,1,426.0
673,Redes Sociales,2024-11-03,2024-11-12,4406.26,1310,91,4,146.0
674,Redes Sociales,2024-11-04,2024-11-13,4126.66,1004,-1,4,
675,SEO,2024-11-05,2024-11-14,4055.14,435,61,2,112.0
676,Email,2024-11-06,2024-11-15,1871.06,1679,107,1,479.0
677,SEO,2024-11-07,2024-11-16,864.14,783,155,6,464.0
678,SEO,2024-11-08,2024-11-17,2313.41,765,95,1,441.0
679,Redes Sociales,2024-11-09,2024-11-18,1280.86,699,49,5,320.0
680,Redes Sociales,2024-11-10,2024-11-19,3627.28,349,176,5,172.0
681,SEO,2024-11-11,2024-11-20,2057.45,444,92,2,145.0
682,Email,2024-11-12,2024-11-21,4890.25,1280,119,6,
683,Google Ads,2024-11-13,2024-11-22,3384.37,1409,51,1,373.0
684,SEO,2024-11-14,2024-11-23,4201.16,642,-1,6,
685,Email,2024-11-15,,1096.36,1803,183,2,307.0
686,Redes Sociales,2024-11-16,2024-11-25,4379.07,563,174,5,223.0
687,Redes Sociales,2024-11-17,2024-11-26,4652.41,1251,139,5,109.0
688,Email,2024-11-18,2024-11-27,2691.78,445,54,4,428.0
689,Google Ads,2024-11-19,2024-11-28,3228.14,420,180,2,286.0
690,Redes Sociales,2024-11-20,2024-11-29,3941.64,907,88,2,
691,Redes Sociales,2024-11-21,2024-11-30,1286.77,840,95,1,159.0
692,Redes Sociales,2024-11-22,2024-12-01,2761.55,707,138,1,541.0
693,Email,2024-11-23,2024-12-02,2293.98,1391,95,4,316.0
694,SEO,2024-11-24,2024-12-03,1158.68,785,141,3,101.0
695,Redes Sociales,2024-11-25,2024-12-04,2153.9,1442,113,6,
696,SEO,2024-11-26,2024-12-05,806.78,433,61,3,455.0
697,Google Ads,2024-11-27,2024-12-06,616.15,111,35,3,264.0
698,Redes Sociales,2024-11-28,2024-12-07,1108.25,1879,25,2,190.0
699,Redes Sociales,2024-11-29,2024-12-08,4834.02,554,-1,6,266.0
700,Google Ads,2024-11-30,2024-12-09,2972.88,288,44,2,306.0
701,Redes Sociales,2024-12-01,,4846.2,244,116,6,381.0
702,SEO,2024-12-02,2024-12-11,2446.24,727,49,5,164.0
703,Email,2024-12-03,2024-12-12,1903.17,1295,81,2,
704,SEO,2024-12-04,2024-12-13,2777.64,110,181,2,256.0
705,Email,2024-12-05,2024-12-14,2477.8,1202,91,2,405.0
706,Email,2024-12-06,2024-12-15,975.49,1039,152,4,494.0
707,SEO,2024-12-07,2024-12-16,3383.72,734,105,2,173.0
708,SEO,2024-12-08,2024-12-17,1472.17,205,121,1,286.0
709,SEO,2024-12-09,2024-12-18,3288.15,1990,96,1,
710,SEO,2024-12-10,2024-12-19,3425.9,1451,149,6,436.0
711,Google Ads,2024-12-11,2024-12-20,1184.11,1695,32,5,
712,Redes Sociales,2024-12-12,2024-12-21,776.07,1854,173,4,339.0
713,Email,2024-12-13,2024-12-22,4013.43,972,198,6,
714,SEO,2024-12-14,2024-12-23,2569.1,917,29,1,240.0
715,SEO,2024-12-15,2024-12-24,761.74,952,62,4,364.0
716,SEO,2024-12-16,2024-12-25,4976.9,1863,45,4,238.0
717,Google Ads,2024-12-17,2024-12-26,760.01,1659,138,5,558.0
718,SEO,2024-12-18,2024-12-27,3627.66,1048,79,4,169.0
719,SEO,2024-12-19,2024-12-28,4926.56,1510,42,2,484.0
720,SEO,2024-12-20,2024-12-29,1576.31,1024,138,4,297.0
721,Redes Sociales,2024-12-21,2024-12-30,1140.12,1280,-1,5,304.0
722,Google Ads,2024-12-22,2024-12-31,1046.23,437,79,6,
723,SEO,2024-12-23,2025-01-01,1864.74,1553,146,5,530.0
724,Email,2024-12-24,2025-01-02,954.71,1864,70,5,424.0
725,Email,2024-12-25,2025-01-03,3614.73,936,172,1,541.0
726,Email,2024-12-26,,780.31,887,7,2,387.0
727,Google Ads,2024-12-27,2025-01-05,2792.4,1413,121,1,325.0
728,Google Ads,2024-12-28,2025-01-06,4985.14,1942,103,6,163.0
729,Email,2024-12-29,2025-01-07,4162.87,389,-1,3,
730,SEO,2024-12-30,2025-01-08,3268.49,253,23,6,597.0
731,Google Ads,2024-12-31,2025-01-09,1878.14,210,150,2,159.0
732,Email,2025-01-01,2025-01-10,3307.53,1613,196,4,496.0
733,Email,2025-01-02,2025-01-11,2871.69,441,120,5,356.0
734,SEO,2025-01-03,2025-01-12,2417.38,818,129,3,
735,Redes Sociales,2025-01-04,2025-01-13,1088.2,1750,92,2,338.0
736,Google Ads,2025-01-05,2025-01-14,4489.72,624,-1,1,137.0
737,SEO,2025-01-06,2025-01-15,2524.03,583,194,5,124.0
738,Email,2025-01-07,2025-01-16,1375.8,1143,-1,6,509.0
739,Email,2025-01-08,2025-01-17,2154.92,942,157,1,560.0
740,SEO,2025-01-09,2025-01-18,2363.58,454,177,2,
741,Google Ads,2025-01-10,2025-01-19,4223.92,657,181,2,516.0
742,Redes Sociales,2025-01-11,2025-01-20,3801.26,1748,130,6,456.0
743,Redes Sociales,2025-01-12,2025-01-21,3961.87,1664,93,3,482.0
744,Email,2025-01-13,2025-01-22,549.64,1590,148,6,257.0
745,Google Ads,2025-01-14,2025-01-23,2372.69,877,151,4,
746,Redes Sociales,2025-01-15,2025-01-24,2666.05,1193,-1,1,532.0
747,Google Ads,2025-01-16,2025-01-25,586.37,1887,29,3,147.0
748,Google Ads,2025-01-17,2025-01-26,1669.16,739,20,5,427.0
749,Email,2025-01-18,2025-01-27,3921.3,1761,-1,4,532.0
750,Redes Sociales,2025-01-19,2025-01-28,1116.99,951,77,3,530.0
751,SEO,2025-01-20,2025-01-29,2908.9,1290,133,1,155.0
752,Email,2025-01-21,2025-01-30,1468.41,105,46,2,
753,Redes Sociales,2025-01-22,,554.54,415,151,5,367.0
754,Redes Sociales,2025-01-23,2025-02-01,1585.41,1772,166,6,168.0
755,Redes Sociales,2025-01-24,2025-02-02,4891.43,1577,84,1,548.0
756,Redes Sociales,2025-01-25,2025-02-03,4106.92,1817,108,4,356.0
757,Redes Sociales,2025-01-26,2025-02-04,4818.09,1840,-1,4,589.0
758,Google Ads,2025-01-27,2025-02-05,2695.34,1998,150,2,148.0
759,Email,2025-01-28,2025-02-06,993.81,504,38,2,415.0
760,Google Ads,2025-01-29,2025-02-07,2965.82,153,-1,5,512.0
761,SEO,2025-01-30,2025-02-08,2544.7,126,129,6,533.0
762,Redes Sociales,2025-01-31,2025-02-09,4299.61,279,49,5,101.0
763,Email,2025-02-01,2025-02-10,941.37,1987,138,2,244.0
764,Redes Sociales,2025-02-02,2025-02-11,2697.09,1331,25,2,465.0
765,Email,2025-02-03,2025-02-12,1175.22,1337,126,4,519.0
766,Google Ads,2025-02-04,2025-02-13,1961.04,380,74,2,
767,Email,2025-02-05,2025-02-14,3818.11,1255,-1,3,
768,SEO,2025-02-06,2025-02-15,2642.08,942,109,1,543.0
769,SEO,2025-02-07,2025-02-16,2191.5,1841,52,2,533.0
770,Email,2025-02-08,2025-02-17,2275.14,1623,43,5,
771,Email,2025-02-09,2025-02-18,2567.51,737,35,6,156.0
772,Email,2025-02-10,2025-02-19,4032.57,76,14,6,
773,Email,2025-02-11,2025-02-20,4514.38,1349,34,6,277.0
774,SEO,2025-02-12,2025-02-21,4799.01,1725,22,3,392.0
775,Redes Sociales,2025-02-13,2025-02-22,4041.07,348,192,5,145.0
776,Email,2025-02-14,2025-02-23,1919.33,1006,92,3,269.0
777,Email,2025-02-15,2025-02-24,3596.61,848,129,2,370.0
778,SEO,2025-02-16,2025-02-25,2469.21,1164,77,1,516.0
